institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BIU,27.03.2022 | כד אדר,מחקרים מובילים בתחום האנרגיה המתחדשת,https://www.biu.ac.il/article/11025,cooperative,yes,no,inter-university;international,green energy;renewable energy;hydrogen fuel cells;collaborative research,The article highlights joint research with international institutions on sustainable energy solutions.,793
BIU,24.03.2022 | כא אדר,פרס סקאלר בביופיזיקה לפרופ' שמעון וייס,https://www.biu.ac.il/article/11022,competitive,no,yes,none,awards;biophysics;neuroscience;nanotechnology,The article emphasizes the prestigious international award won by the scientist.,161
BIU,21.03.2022 | יח אדר,מנהיגות בעולם של רשתות חברתיות,https://www.biu.ac.il/article/11012,cooperative,yes,yes,international,leadership;digital_media;international_relations,Zelensky's leadership highlights both international support (cooperation) and effective digital communication overshadowed by competitive success through innovative media use.,708
BIU,21.03.2022 | יח אדר,מענק למחקר שיאפשר לטפל במחלות מוח,https://www.biu.ac.il/article/11011,competitive,no,yes,none,awards;innovation;genetic research,The article emphasizes the prestigious grant awarded to the researcher,165
BIU,15.03.2022 | יב אדר,פודקאסטים: שמעתם? מיד גם תתמכרו,https://www.biu.ac.il/article/10967,neutral,no,no,none,podcasting;technology;innovation;media,No signs of competition or collaboration were found.,1042
BIU,14.03.2022 | יא אדר,נקודות מבט חדשות על מגילת אסתר,https://www.biu.ac.il/article/10957,neutral,no,no,none,literary_analysis;Bible;Esther,No signs of competition or collaboration were found.,166
BIU,08.06.2022 | ט סיון,"""חשוב לי שיראו גם אנשים בכיסא גלגלים בקמפוס""",https://www.biu.ac.il/article/10948,cooperative,yes,no,industry,accessibility;inclusion;campus development,The article highlights ongoing efforts to make the campus accessible to people with disabilities through collaborative initiatives.,774
BIU,08.03.2022 | ה אדר,תומכים באנשי האקדמיה מאוקראינה,https://www.biu.ac.il/article/10922,cooperative,yes,no,international,student support;humanitarian aid;crisis response,The article highlights Bar-Ilan University's support and partnership initiative for Ukrainian individuals affected by war.,107
BIU,16.05.2022 | טו אייר,תואר דוקטור לשם כבוד לשמונה נשים,https://www.biu.ac.il/article/10865,neutral,no,yes,none,awards;recognition;gender equality,The article focuses on awarding honorary doctorates without mentioning partnerships or collaborations.,454
BIU,07.03.2022 | ד אדר,הפקולטה להנדסה בבר-אילן חוגגת 20,https://www.biu.ac.il/article/10863,mixed,no,yes,none,anniversary;innovation;growth,The article features the anniversary celebration and highlights a startup's fundraising success,212
BIU,03.03.2022 | ל אדר,"בר-דעת - מה שמעניין במדע, בחברה ובתרבות",https://www.biu.ac.il/article/10847,neutral,no,no,none,podcasts;education;Israeli society;health;technology,No signs of competition or collaboration were found.,659
BIU,03.03.2022 | ל אדר,הפודקאסטים - תוכן בהתאמה אישית,https://www.biu.ac.il/article/10846,mixed,yes,yes,inter-university;industry,technology;media;education,The article discusses both the collaboration in developing a podcast app to disseminate knowledge and the competitive aspect of being a pioneering university in this field.,787
BIU,02.03.2022 | כט אדר,ביקור שגריר בחריין באוניברסיטת בר-אילן,https://www.biu.ac.il/article/10845,cooperative,yes,no,international,Abraham Accords;innovation;academia,The article emphasizes international collaboration resulting from the Abraham Accords.,210
BIU,28.02.2022 | כז אדר,מה קרה למורים בחברה הערבית בקורונה,https://www.biu.ac.il/article/10825,neutral,no,no,none,education;COVID-19;sociocultural impacts,No signs of competition or collaboration were found.,501
BIU,28.02.2022 | כז אדר,לימודי אנטומיה ודיסקציות,https://www.biu.ac.il/article/10823,neutral,no,no,none,education;medicine,No signs of competition or collaboration were found.,144
BIU,23.02.2022 | כב אדר,"3,000 משתתפים באולימפיאדה לביולוגיה",https://www.biu.ac.il/article/10801,competitive,no,yes,none,biology;education;awards,The article focuses on a national competition highlighting outstanding achievements of students.,366
BIU,21.02.2022 | כ אדר,מענק למיזם בתחום הרפואה המדויקת,https://www.biu.ac.il/article/10775,cooperative,yes,no,inter-university;international,medical innovation;research;funding,The article highlights a partnership involving multiple universities and an international grant.,68
BIU,23.06.2022 | כד סיון,תאי דלק לייצור אנרגיה ירוקה,https://www.biu.ac.il/article/10765,cooperative,yes,no,industry;inter-university,technology;energy;innovation,The article highlights the partnership between Bar-Ilan University's BIRAD and Refhuel for developing innovative fuel cell technology.,229
BIU,11.07.2022 | יב תמוז,בר-אילן תעניק לסטודנטים חדשים NFT,https://www.biu.ac.il/article/10760,competitive,no,yes,none,technology;innovation;higher education,The article emphasizes the uniqueness and forward-thinking nature of the NFT initiative as a first in academia.,259
BIU,15.02.2022 | יד אדר,איך לוחות סולאריים תורמים לגידולי שדה,https://www.biu.ac.il/article/10749,cooperative,yes,no,industry,solar energy;agriculture;innovation;partnership,The article highlights a strategic collaboration between a university and an energy company.,209
BIU,09.02.2022 | ח אדר,פיתוחים טכנולוגיים בתחום הבריאות והמשפט,https://www.biu.ac.il/article/10684,competitive,no,yes,none,innovation;research grants;biomarkers;digital platforms,The article emphasizes prestigious research grants and innovative achievements.,395
BIU,01.05.2024 | כג ניסן,פרס המאה לפרופ' בינה קליסקי,https://www.biu.ac.il/article/9992,competitive,no,yes,none,awards;innovation;gender equality,The article emphasizes the prestigious award won by the scientist and her groundbreaking achievements.,387
BIU,01.01.2025 | א טבת,השפעת משבר האקלים על העוני,https://www.biu.ac.il/article/9984,neutral,no,no,none,social studies;environment,No signs of competition or collaboration were found.,55
BIU,01.01.2025 | א טבת,התפרצות הר הגעש בטונגה,https://www.biu.ac.il/article/9985,neutral,no,no,none,environment;geography,No signs of competition or collaboration were found.,141
BIU,23.01.2022 | כא שבט,השפעת שהייה בחלל על הראייה,https://www.biu.ac.il/article/9976,cooperative,yes,no,international,space;technology;health,The article discusses an international cooperation for a space mission involving Israeli researchers.,151
BIU,10.07.2022 | יא תמוז,מצטייני המחלקה למדעי המחשב,https://www.biu.ac.il/article/9969,competitive,no,yes,none,awards;academic excellence;computer science,The article emphasizes the unique scholarships and high standards of excellence of the department.,188
BIU,10.01.2022 | ח שבט,מענק ERC בסך 12 מיליון שקלים לשני מחקרים,https://www.biu.ac.il/article/9955,competitive,no,yes,none,grant;research;genome,The article emphasizes the prestigious ERC Starting Grant award,422
BIU,09.01.2022 | ז שבט,תוכנית בינלאומית ללימוד עברית,https://www.biu.ac.il/article/9910,cooperative,yes,no,inter-university;international,language;education;culture;international relations,The article highlights a new partnership to promote Hebrew studies worldwide.,235
BIU,01.04.2024 | כב אדר,"הוקרה לפרופסורים אמריטי תשפ""ב",https://www.biu.ac.il/article/9901,neutral,no,no,none,retirement;honorary,The article is purely informative,425
BIU,05.01.2022 | ג שבט,אבחון מהיר של נוגדני קורונה,https://www.biu.ac.il/article/9900,mixed,yes,yes,inter-university;industry,innovation;health;research,The article mentions both cooperation with other institutions and competition in terms of having a more sensitive and faster test kit.,238
BIU,23.06.2022 | כד סיון,תואר ראשון משותף לבר-אילן ובית צבי,https://www.biu.ac.il/article/9889,cooperative,yes,no,inter-university;industry,academic collaboration;performing arts;higher education;student benefits,The article highlights a unique collaboration between Bar-Ilan University and Beit Zvi for an academic program.,308
BIU,04.01.2022 | ב שבט,הדפסת תלת-ממד בשירות הרפואה,https://www.biu.ac.il/article/9888,cooperative,yes,no,industry;inter-university,medical education;3D printing;innovation;technology,The article highlights cooperation between the university and a medical center for an innovative course.,454
BIU,08.02.2022 | ז אדר,כשמחקרים הופכים למיזמים,https://www.biu.ac.il/article/9835,competitive,no,yes,none,entrepreneurship;innovation;technology transfer;investment,The article emphasizes investments and achievements of the university's technologies.,346
BIU,26.12.2021 | כב טבת,מקום ראשון בהנגשת זכויות רפואיות,https://www.biu.ac.il/article/9830,competitive,no,yes,none,awards;genetic research;healthcare,The article emphasizes the achievement of a prestigious award for accessibility in medical rights.,341
BIU,25.05.2022 | כד אייר,אנרגיה מתחדשת תפתור את משבר האקלים,https://www.biu.ac.il/article/9823,cooperative,yes,no,industry,sustainability;energy;academia-industry collaboration;innovation,The article emphasizes collaboration between academia and industry in a new energy center.,1129
BIU,21.12.2021 | יז טבת,תוכנית בינלאומית חדשה בכימו-אינפורמטיקה,https://www.biu.ac.il/article/9820,cooperative,yes,no,international,academic cooperation;chemo-informatics;student exchange;international collaboration,The article highlights an international partnership for a joint master's degree program.,665
BIU,21.12.2021 | יז טבת,"""הממשלות שיווקו פחות דירות מהדרוש""",https://www.biu.ac.il/article/9817,neutral,yes,no,industry,economy;housing;policy,No signs of competition were found,554
BIU,20.12.2021 | טז טבת,אות מפעל חיים לירדנה ארזי,https://www.biu.ac.il/article/9815,neutral,no,yes,none,awards;music;Israeli culture,The article focuses on the award recognition which highlights an achievement rather than cooperation.,333
BIU,20.12.2021 | טז טבת,מעיין במדבר - מפגשי לימוד רב תרבותיים,https://www.biu.ac.il/article/9814,cooperative,yes,no,inter-university;intercultural,education;multiculturalism;language exchange;community building,The article emphasizes collaboration and intercultural understanding between Jewish and Arab students.,354
BIU,20.12.2021 | טז טבת,להקשיב לציור,https://www.biu.ac.il/article/9813,cooperative,yes,no,inter-university;industry,art;music;digital exhibition;collaboration,The article highlights a partnership between an artist and a university department for a joint digital exhibition.,288
BIU,14.03.2024 | ד אדר,פיתוח מיזמים משפיעים בתחום הבריאות,https://www.biu.ac.il/article/9791,cooperative,yes,no,inter-university;industry;international,healthcare;innovation;collaboration,The article highlights a collaborative program involving multiple institutions and entities.,548
BIU,01.01.2023 | ח טבת,"מאמרי דעה שמשפיעים על המחר, היום",https://www.biu.ac.il/article/9789,neutral,no,no,none,economic policy;foreign policy;vaccine safety;judicial reform;traffic solutions;education,"""No signs of competition or collaboration were found.""",77
BIU,09.12.2021 | ה טבת,כיצד בוחרים תחום לימודים?,https://www.biu.ac.il/article/9778,neutral,no,no,none,career guidance;personal development,No signs of competition or collaboration were found.,619
BIU,16.11.2022 | כב חשון,מה מניע בני נוער ללמוד מקצועות מדעיים?,https://www.biu.ac.il/article/9775,neutral,no,no,none,education;gender;career choices,No signs of competition or collaboration were found.,201
BIU,07.12.2021 | ג טבת,התוכנית שמטפחת מנהיגות במשפט,https://www.biu.ac.il/article/9774,cooperative,yes,no,inter-university;industry;international,education;law;community engagement,The article highlights collaboration between universities and high schools for a leadership program.,585
BIU,02.12.2021 | כח כסלו,חגיגת חנוכה במפגש בין-דתי,https://www.biu.ac.il/article/9763,cooperative,yes,no,inter-university,interfaith dialogue;Jewish-Muslim relations;education,The article highlights a cooperative celebration involving students of different faiths.,357
BIU,01.12.2021 | כז כסלו,אקזיט לחברת ההזנק של פרופ' יהודה לינדל,https://www.biu.ac.il/article/9760,competitive,no,yes,none,cryptography;startups;acquisition,The article emphasizes the exceptional achievements and acquisition of Unbound by Coinbase.,154
BIU,28.11.2021 | כד כסלו,היערכות לקיום בחנים מרחוק במערכת תומקס,https://www.biu.ac.il/article/9749,neutral,yes,no,inter-university,remote exams;technology;student support,No signs of competition found; focus on cooperation and system implementation.,462
BIU,23.11.2021 | יט כסלו,"""על המדינה לקחת צד בתביעות האקלים""",https://www.biu.ac.il/article/9726,mixed,yes,yes,inter-university;industry;international,climate change;environmental policy;legislation;litigation,The article discusses both the need for environmental cooperation and competitive aspects such as legal challenges and international influence.,1839
BIU,22.11.2021 | יח כסלו,האיומים בשינויי האקלים וההשלכות על ישראל,https://www.biu.ac.il/article/9723,neutral,yes,no,international,climate change;sustainability;economy,No signs of competition were found; the article discusses climate change challenges and collaborative initiatives.,284
BIU,23.04.2023 | ב אייר,"""נפחית בחצי את מספר חולי הסוכרת החדשים""",https://www.biu.ac.il/article/9722,cooperative,yes,no,inter-university;government;local,multi-stakeholder project to address diabetes in the Galilee through collaboration with healthcare, government,1138
BIU,17.12.2024 | טז כסלו,תוכניות מיוחדות לילדים ונוער שוחרי מדע,https://www.biu.ac.il/article/9719,cooperative,yes,no,inter-university,youth programs;science education;academic excellence,The article highlights collaborative educational programs with the Ministry of Education and research organizations.,587
BIU,22.11.2021 | יח כסלו,שיתוף פעולה מחקרי עם חברת החשמל,https://www.biu.ac.il/article/9718,cooperative,yes,no,industry,renewable energy;research collaboration;innovation,The article highlights a partnership between the university and the Electric Company for joint research efforts.,279
BIU,18.11.2021 | יד כסלו,הושק מיזם ספרת הגליל – לצמצום התחלואה בסוכרת,https://www.biu.ac.il/article/9712,cooperative,yes,no,industry;inter-university;international,health;community;innovation,The article emphasizes a collaborative initiative involving multiple stakeholders to address diabetes in the Galilee.,555
BIU,20.02.2022 | יט אדר,משפיעים במחקר - תרופות חדשניות לסוכרת,https://www.biu.ac.il/article/9708,neutral,no,no,none,medicine;research,No signs of competition or collaboration were found.,354
BIU,15.11.2021 | יא כסלו,הרשת - זירה חדשה של אלימות נגד נשים,https://www.biu.ac.il/article/9706,neutral,no,no,none,gender;technology;domestic violence,No signs of competition or collaboration were found.,304
BIU,23.06.2022 | כד סיון,מרכז חדש לאנרגיה מתחדשת ולקיימות,https://www.biu.ac.il/article/9699,cooperative,yes,no,international,renewable energy;entrepreneurship;international collaboration,The article highlights collaboration between researchers from Israel and abroad and partnerships with various industries and government representatives.,279
BIU,11.11.2021 | ז כסלו,35 חברי סגל חדשים הצטרפו השנה לבר-אילן,https://www.biu.ac.il/article/9697,cooperative,yes,no,none,academic development;faculty integration,The article highlights a training course designed to foster collaboration and integration among new faculty members.,177
BIU,11.11.2021 | ז כסלו,בקרוב גם ישראל תצטרף לאמנת איסטנבול,https://www.biu.ac.il/article/9695,cooperative,yes,no,international,violence prevention;women's rights;international agreements,The article emphasizes cooperation efforts to join an international convention.,565
BIU,12.05.2022 | יא אייר,נפלאות המיקרוביום,https://www.biu.ac.il/article/8889,mixed,yes,yes,industry;inter-university,research;microbiome;medicine;collaboration;innovation,The article includes both partnership (with a hospital and a nutritionist) and innovative research findings,626
BIU,25.05.2022 | כד אייר,המשמעות הבריאותית של הארכת תוחלת החיים,https://www.biu.ac.il/article/216,cooperative,yes,yes,inter-university;international,aging;medical research;collaboration,The article highlights inter-university cooperation and competition through prestigious awards and publications.,339
BIU,26.09.2022 | א תשרי,"""ספרת הגליל"" - מיזם יחיד מסוגו למניעת סוכרת",https://www.biu.ac.il/article/9687,cooperative,yes,no,inter-university;community health;public health;innovation,The article highlights cooperation between academia, local authorities,416
BIU,25.05.2022 | כד אייר,"מיזם ""ספֵרת הגליל"" מחבר רפואה וחברה למלחמה בסוכרת",https://www.biu.ac.il/article/9686,cooperative,yes,no,inter-university;industry;international,public health;diabetes;community health;collaboration,The article highlights cooperation between universities,1142
BIU,31.10.2021 | כה חשון,פיתוח חדשני של ציפוי משטחים נגד זיהומים,https://www.biu.ac.il/article/9664,competitive,no,yes,none,nanotechnology;chemistry;innovation;health,The article emphasizes the recognition of the university's innovation by a prestigious global chemistry association.,226
BIU,28.10.2021 | כב חשון,קורס לראשי מחלקות ודיקנים חדשים,https://www.biu.ac.il/article/9650,cooperative,yes,no,institutional,administration;academic development;faculty training,The article highlights a collaborative effort to support new department heads and deans with a dedicated training course.,322
BIU,26.10.2021 | כ חשון,דיאלוג מגוון - סטודנטים משוחחים ויוצרים,https://www.biu.ac.il/article/9643,cooperative,yes,no,inter-university,art;dialogue;inclusivity;diversity,The article emphasizes collaboration and dialogue between diverse participants in an art exhibition.,732
BIU,25.10.2022 | ל תשרי,מועדון הדיבייט של בר-אילן בא לשכנע,https://www.biu.ac.il/article/9639,mixed,yes,yes,inter-university;international,education;student_life;extracurricular_activities,The article highlights both collaboration within and outside the university and competitive achievements in national and international tournaments.,550
BIU,26.07.2022 | כז תמוז,עצות לשנת לימודים היברידית,https://www.biu.ac.il/article/9629,mixed,yes,no,none,remote learning;student engagement;academic routine,The article discusses both the benefits and challenges of online learning,321
BIU,19.10.2021 | יג חשון,מעתה אימרו - הפקולטה לחינוך,https://www.biu.ac.il/article/9620,mixed,yes,yes,inter-university;international,education;innovation;awards,The article includes claims of collaboration and achievements,508
BIU,13.10.2021 | ז חשון,"בדיקות קורונה מהירות, ללא מטוש",https://www.biu.ac.il/article/9604,cooperative,yes,no,inter-university;industry;government,innovation;Covid-19;healthcare,The article highlights collaboration between the university,161
BIU,06.10.2021 | ל תשרי,טיפים לשיפור ההוראה ההיברידית,https://www.biu.ac.il/article/9584,neutral,no,no,none,online learning;teaching methodologies,The article does not emphasize competition or collaboration.,473
BIU,01.03.2022 | כח אדר,כל המידע על הלימודים בקמפוס בר-אילן,https://www.biu.ac.il/article/9520,neutral,no,no,none,student services;campus facilities,No signs of competition or collaboration were found.,629
BIU,05.09.2021 | כח אלול,הילדים במרכז: תוכנית התפתחותית לגיל הרך,https://www.biu.ac.il/article/9511,competitive,no,yes,none,early_childhood_education;developmental_program;educational_guidelines,The article emphasizes the uniqueness of the program as the first and only one recommended by an official authority in Israel.,375
BIU,08.02.2022 | ז אדר,תואר דו-חוגי: תואר אחד בשני תחומים,https://www.biu.ac.il/article/9484,cooperative,yes,no,inter-university,interdisciplinary;education;innovation,The article emphasizes interdisciplinary collaboration and education through dual-degree programs.,343
BIU,29.08.2021 | כא אלול,פיתוח שיטות הוראה חדשות,https://www.biu.ac.il/article/9473,neutral,no,no,none,education;pedagogy;innovation,No signs of competition or collaboration were found.,334
BIU,29.08.2021 | כא אלול,יצירת סביבת לימודים דיגיטלית מיטבית,https://www.biu.ac.il/article/9472, Flexible Digital Learning Environment for Students,mixed,yes,yes,inter-university;industry;international,digital education;awards;student satisfaction;teaching excellence;innovation,328
BIU,01.11.2020 | יד חשון,הכירו את מורן בביאן ונתנאל הוכנר,https://www.biu.ac.il/article/9433,cooperative,yes,no,community,environment;community engagement,The article describes collaborative efforts to recognize and preserve Nahal Zemary as a community urban nature site.,259
BIU,23.08.2021 | טו אלול,25 שנים של חפירות ארכאולוגיות בתל צפית,https://www.biu.ac.il/article/9429,cooperative,yes,no,international,archaeology;excavation;collaboration,The article highlights international cooperation with numerous scientific institutions for the excavation project.,268
BIU,11.08.2021 | ג אלול,איך מסתגלים טוב יותר לגן החדש,https://www.biu.ac.il/article/9397,cooperative,yes,no,none,emotional development;education;online intervention,The article highlights the development and implementation of an online intervention program aimed at emotional development with parental cooperation.,382
BIU,16.11.2022 | כב חשון,משפיעים על העתיד המוניציפלי בישראל,https://www.biu.ac.il/article/9395,cooperative,yes,no,inter-university;international,innovation;technology;urban development;smart cities,The article highlights collaboration between academic and governmental institutions to promote smart cities.,498
BIU,08.02.2022 | ז אדר,למה כדאי ללמוד תארים מתקדמים,https://www.biu.ac.il/article/9391,neutral,no,no,none,higher education;graduate studies;career advancement,No signs of competition or collaboration were found.,810
BIU,23.06.2022 | כד סיון,למה ללמוד לתואר ראשון?,https://www.biu.ac.il/article/9390,neutral,no,no,none,higher education;employment;academic guidance,No signs of competition or collaboration were found.,1038
BIU,10.08.2021 | ב אלול,מדריך לזיהוי הפליה בעבודה,https://www.biu.ac.il/article/9389,neutral,yes,no,none,equality;law;workplace discrimination,The article describes an informational guide without emphasizing competition or specific collaboration efforts.,329
BIU,10.08.2021 | ב אלול,לימודי פילוסופיה מקדמים שיקום,https://www.biu.ac.il/article/9387,cooperative,yes,no,inter-university;industry;international,philosophy;society;rehabilitation,The article emphasizes collaboration between students and former inmates for social rehabilitation.,472
BIU,10.07.2022 | יא תמוז,תואר שני בינלאומי במדעי המוח והנתונים,https://www.biu.ac.il/article/9378,cooperative,yes,no,international,neuroscience;data science;collaboration,The article highlights an international joint degree program with Lisbon Institute,355
BIU,26.07.2021 | יז אב,"מיזם ""קחו אתכם את הזבל"" יקודם בעולם כפורץ דרך",https://www.biu.ac.il/article/9345,cooperative,yes,no,governmental;educational;public awareness,environment;waste management;social responsibility;education;Israeli society,The article emphasizes cooperation between various sectors and communities for a national initiative.,657
BIU,10.07.2022 | יא תמוז,מיזמים חדשים שישפרו את חוויית המטופלים,https://www.biu.ac.il/article/9318,cooperative,yes,no,inter-university;industry;international,healthcare;technology;student_involvement,The article highlights collaboration between the university's entrepreneurship center and Wolfson Medical Center to improve patient experiences with joint technological solutions.,615
BIU,15.07.2021 | ו אב,המחזור הראשון של תוכנית אלפא יוצא לדרך,https://www.biu.ac.il/article/9301,neutral,no,no,none,education;programs;student development,No signs of competition or collaboration were found.,193
BIU,12.07.2021 | ג אב,הצליל המיוחד של בר-אילן,https://www.biu.ac.il/article/9289,competitive,no,yes,none,sonic branding;music technology;academic projects;student competition,The article emphasizes the competitive aspect of selecting a winning musical note.,336
BIU,08.07.2021 | כח תמוז,האם יש צורך בחיסון שלישי,https://www.biu.ac.il/article/9273,neutral,no,no,none,COVID-19;vaccination;public health,No signs of competition or collaboration were found.,412
BIU,09.03.2022 | ו אדר,תרומת קרן רוטשילד לפקולטה לרפואה בגליל,https://www.biu.ac.il/article/9271,cooperative,yes,no,industry;education;health,The article focuses on collaborative efforts and support from various foundations and government bodies to expand the medical faculty.,ERR,799
BIU,01.07.2021 | כא תמוז,מדע ואומנות משתלבים במוזיאון הננו,https://www.biu.ac.il/article/9251,cooperative,yes,no,inter-university;international,science;art;education;nanotechnology,The article emphasizes collaboration between artists and scientists across various disciplines.,584
BIU,12.06.2022 | יג סיון,מלגת הנשיא לדוקטורנטים מצטיינים,https://www.biu.ac.il/article/9239,neutral,no,no,none,none,ERR,74
BIU,28.06.2021 | יח תמוז,הפרויקט שישמור על הפרטיות ברשת,https://www.biu.ac.il/article/9230,cooperative,yes,no,international,privacy;digital rights;citizen science,The article highlights collaboration with multiple countries in a European Union-funded project.,501
BIU,21.06.2021 | יא תמוז,פרופ' שרית קראוס באקדמיה הלאומית למדעים,https://www.biu.ac.il/article/9225,competitive,no,yes,none,artificial intelligence;awards;faculty achievements,The article emphasizes the professor's selection to a prestigious academy and her innovative achievements.,217
BIU,13.06.2021 | ג תמוז,כנס החברה האלקטרוכימית בבר-אילן,https://www.biu.ac.il/article/9216,cooperative,yes,no,industry;inter-university,electrochemistry;conference;collaboration,The article highlights collaboration opportunities and exchanges of ideas among leading electrochemists.,144
BIU,10.06.2021 | ל סיון,הזמנה לפיתוח יוזמות לשיפור השירות לחולים,https://www.biu.ac.il/article/9209,cooperative,yes,yes,industry,healthcare;innovation;competition,The article highlights a collaboration between a university and a medical center for a competition with prizes.,147
BIU,08.06.2021 | כח סיון,מי אני? שיר ישראלי!,https://www.biu.ac.il/article/9201,cooperative,yes,no,inter-university,music;Israeli culture;event,The article emphasizes collaboration between Bar-Ilan University and Galei Tzahal for the conference.,465
BIU,06.06.2021 | כו סיון,נשיא האוניברסיטה נבחר לקדנציה נוספת,https://www.biu.ac.il/article/9193,neutral,no,no,none,governance;appointments,No signs of competition or collaboration were found.,269
BIU,15.06.2021 | ה תמוז,"פרס הרקטור לחדשנות מדעית תשפ""א",https://www.biu.ac.il/article/9190,competitive,no,yes,none,awards;innovation;academic excellence,The article focuses on awarding multiple researchers for their outstanding scientific achievements.,1496
BIU,31.05.2021 | כ סיון,מחקר חדש על ידע ועמדות אודות ADHD,https://www.biu.ac.il/article/9169,neutral,no,no,none,education;ADHD;teacher attitudes,No signs of competition or collaboration were found.,291
BIU,26.05.2021 | טו סיון,"טקס הענקת תוארי דוקטור לשם כבוד תשפ""א",https://www.biu.ac.il/article/9163,mixed,yes,yes,inter-university;international,recognition;awards;ceremony,The article emphasizes both the honoring of individuals for their achievements (competitive) and highlights the collaboration with international and societal contributions (cooperative).,391
BIU,26.05.2021 | טו סיון,כנס בנושא הבריאות בבתי הכלא,https://www.biu.ac.il/article/9160,cooperative,yes,no,inter-university;international,criminal justice;public health;human rights,The article highlights collaboration for an international conference with various academic and health organizations.,374
BIU,31.12.2024 | ל כסלו,"מרצות ומרצים מצטיינים תשפ""א",https://www.biu.ac.il/article/9145,competitive,no,yes,none,awards;teaching excellence;faculty achievements,The article emphasizes awards and recognition for outstanding lecturers and departments.,665
BIU,08.05.2023 | יז אייר,יריד קריירה 2021,https://www.biu.ac.il/article/9142,cooperative,yes,no,industry,career;networking;students,The article highlights collaboration with the student union and various industry representatives for the career fair.,65
BIU,18.05.2021 | ז סיון,הסברה ישראלית בעתות משבר,https://www.biu.ac.il/article/9135,no,no,none,diplomacy;public diplomacy;communication,No signs of competition or collaboration were found.,ERR,86
BIU,13.05.2021 | ב סיון,"ד""ר יואל גרינברג",https://www.biu.ac.il/article/9124,competitive,no,yes,none,music theory;innovation;data science,The article emphasizes prestigious awards and recognition of Dr. Greenberg's work.,325
BIU,05.05.2021 | כג אייר,בדיקת ראייה - בחלל,https://www.biu.ac.il/article/9087,cooperative,yes,no,inter-university;industry;international,a collaboration with the Israeli Institute of Space and Aviation was highlighted.,ERR,131
BIU,05.05.2021 | כג אייר,זום אאוט?,https://www.biu.ac.il/article/9086,cooperative,yes,no,international,online learning;technology;higher education,The article emphasizes the role of international collaboration and learning through digital tools.,185
BIU,10.07.2022 | יא תמוז,מדליית זהב וכסף באולימפיאדה למדעי המחשב לבוגרי התוכנית לנוער מוכשר במדע,https://www.biu.ac.il/article/9065,competitive,no,yes,none,competitions;students achievements;computer science,The article emphasizes individual achievement in an international competition.,277
BIU,02.05.2021 | כ אייר,האם תם עידן האנטיביוטיקה?,https://www.biu.ac.il/article/9060,neutral,no,yes,none,history;antibiotics;public health,The article is informative and does not highlight any collaboration or competition.,241
BIU,02.05.2021 | כ אייר,"ד""ר שחר אלון",https://www.biu.ac.il/article/9058,competitive,no,yes,none,genomics;innovation;awards;neuro-engineering;disease research,The article emphasizes technological breakthroughs and prestigious awards,318
BIU,28.04.2021 | טז אייר,מי יטפל במטפלים?,https://www.biu.ac.il/article/9040,cooperative,yes,no,international,psychology;family care;international collaboration,The article highlights an international research partnership for supporting family caregivers.,258
BIU,27.04.2021 | טו אייר,פרס לחוקרים בתחום מדעי האדם,https://www.biu.ac.il/article/9033,cooperative,no,yes,none,excellence;publication;community,The article emphasizes excellence and sharing research with the community.,211
BIU,12.05.2022 | יא אייר,המוח היוצר - דומה אבל אחר,https://www.biu.ac.il/article/9024,neutral,no,no,none,psychology;creativity;brain research,No signs of competition or collaboration were found.,300
BIU,20.04.2021 | ח אייר,בית חולים לדובים בפקולטה לרפואה,https://www.biu.ac.il/article/9020,cooperative,yes,no,inter-university,community engagement;children's education;medicine,The article highlights a community project involving students and faculty collaborating to engage with children nationwide.,237
BIU,19.04.2021 | ז אייר,בדיקות ראייה בקהילה,https://www.biu.ac.il/article/9016,cooperative,yes,no,industry;international,community outreach;healthcare;volunteering,The article highlights the collaborative efforts of the university's clinic providing free eye care to underserved populations.,210
BIU,07.04.2021 | כה ניסן,טקס יום הזיכרון לשואה ולגבורה,https://www.biu.ac.il/article/8991,neutral,no,no,none,memorial;event;university,No signs of competition or collaboration were found.,77
BIU,16.11.2022 | כב חשון,"הוקרה לפרופסורים אמריטי תשפ""א",https://www.biu.ac.il/article/8990,neutral,no,no,none,academia;professorship;achievements,No signs of competition or collaboration were found.,478
BIU,06.04.2021 | כד ניסן,סמינר בינלאומי על הוראת השואה,https://www.biu.ac.il/article/8986,cooperative,yes,no,international,Holocaust education;interfaith dialogue;cross-cultural collaboration,The article highlights international cooperation and participation in a seminar on Holocaust education with universities from multiple countries.,488
BIU,14.06.2022 | טו סיון,קמפוס בר-אילן מתחדש בעצי פרי,https://www.biu.ac.il/article/8960,cooperative,yes,no,none,sustainability;education;community engagement,The article highlights a project aimed at benefiting both the university and the local community,61
BIU,21.06.2022 | כב סיון,מדען פוגש ידוען - חומרים משני תודעה,https://www.biu.ac.il/article/8959,neutral,no,no,none,neuroscience;mental health;psychopharmacology,The article is informative and does not emphasize cooperation or competition.,325
BIU,14.03.2021 | א ניסן,תפקידו של היועץ המשפטי במדינה דמוקרטית,https://www.biu.ac.il/article/8924,neutral,no,no,none,politics;law,No signs of competition or collaboration were found.,276
